32,NaN,NaN,1.0599440454823006,0.007658734366233521
64,NaN,NaN,1.0262815187216916,0.0040239728208262245
128,1.6288646270524507,0.08210017924200498,1.0175122150513305,0.0022192980140391806
256,1.6242601769600686,0.04009820820056355,1.0085210485071088,0.0013108344462072655
512,1.6108301753713692,0.01706687941069842,1.0040250751001971,0.0007113279276756204
1024,1.475243604062653,0.01352647062638483,1.0010808875497872,0.0001827813154158147
2048,1.4050011422736461,0.008471057592128128,1.000714929426044,0.00019418902128036776
4096,1.3633644511119412,0.007332420532559258,1.0000573573535603,7.779075046199468e-05
8192,1.3204402905940136,0.005363009508543088,0.99980904673705,4.3999038783502644e-05
16384,1.3052386108513694,0.0020612638770798313,0.999638531430237,1.1687900108796724e-05
32768,1.2881933194072213,0.001985355277015858,0.9995952963812924,7.363024806862951e-06
65536,1.2775079213073999,0.001516257285767907,0.999564484216729,3.962918249013093e-06
